,0,1,2,3
0,0.00026961898489198666,0.14411108012491347,0.6400370242990816,-2.176705332810266
1,0.00033056925549745236,0.42025948342072894,-0.1883256883997041,1.7510685867040938
2,0.00014427078361575751,0.39731800709978016,-0.24646285398762166,0.3165145124508116
3,0.000326027325728645,0.36614657661436145,-1.0361030581574497,-1.1009957240167159
4,-0.000350563894565635,0.23661262035571495,0.7599957339706804,0.20962391579079998
5,0.00015102455782460555,0.05146449438470402,0.04816630949806581,1.00385664972915
6,0.0004349739553924925,-1.9078606104825497,0.07773215982195754,1.149777474897782
7,0.00010780767320728302,-1.8184668365147367,0.544746129446839,0.6115492641678953
8,-0.0006505853761576835,0.04184886558972874,-0.22213721706845882,0.8282661948239987
9,-0.0001413233538074543,-0.3220012077148166,0.34715511118019127,-0.2839711892900528
10,0.0002854995673700622,-1.5737443864945224,0.06118760267008823,0.42378274751140926
11,-0.00031641427978684744,0.44512583638478787,-0.92611172936415,1.0940679678292082
12,0.0006365654688204256,1.043285176307454,-0.8192918498066314,2.274181065060649
13,-0.00010768348862469357,0.13578923325834952,-0.17314069963844658,-1.340296394181912
14,-2.612959474859733e-05,0.91279039421146,0.2511045324544936,1.302205315005595
15,-3.90973318022958e-05,-1.0423409777482266,0.5163436491098751,0.27312748154845057
16,-0.0001448408154442471,-0.301652486997545,0.3450117083070329,-0.2952238050294857
17,-0.00048708323956210553,-0.22876849753421963,-0.6822436618469372,0.14660791422031674
18,-0.00023131860496947154,-0.5904887540277606,-1.4530484206278154,-1.0296094131509332
19,0.0001970234611771704,0.4979699256432456,0.6506012885348176,-2.2909963212966717
20,-0.00047478765835573533,0.7939229709005288,0.818031436703788,0.10005348019967755
21,-0.0002533880969570329,-0.014167377647468948,0.6824326066181626,0.3617194882191018
22,0.0001454238863080881,-0.20620566684176989,-0.9491729924202417,-2.532780570851096
23,-0.0003610673880280052,0.41735424503092783,0.6541414277527062,-0.03803016694303084
24,0.00013242088113907258,-1.4178246332205775,0.10960847662061463,-0.2785300568752525
25,-0.00010909770710504363,0.4496297594080997,0.02304981234393116,-0.417325435328064
26,0.0006078873361149498,0.7079687865095793,0.32071767992710987,-0.477471856316543
27,0.0001341516568612311,0.8028581673088663,-0.4132102196718677,0.08052515774726046
28,0.00038891392522188983,1.2805376273285338,0.6668036190362819,-0.25313149039339117
29,-0.0004732206106792397,-0.14953766354845585,-0.80595046943886,-0.09347729067651794
30,-0.00012557727857113316,0.4280658488995258,0.39833255215511215,0.6816178312387097
